Groups:
Group =, ADC_A12, ADC_A11, ADC_A10, ADC_A9, ADC_A8, ADC_A7, ADC_A6, ADC_A5, ADC_A4, ADC_A3, ADC_A2, ADC_A1,  binary

Data:
time unit: us, Group, ADC_A12, ADC_A11, ADC_A10, ADC_A9, ADC_A8, ADC_A7, ADC_A6, ADC_A5, ADC_A4, ADC_A3, ADC_A2, ADC_A1, 
0, XXXXXXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, 
300, 100010101011, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 
301, 100011001111, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 
302, 100011010100, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
303, 100011100001, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 
304, 100011011001, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 
305, 100011011100, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 
306, 100011110100, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 
307, 100100000101, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 
308, 100011101100, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 
309, 100011110011, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 
310, 100011111011, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 
311, 100011111100, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 
312, 100100110110, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 
313, 100100110011, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 
314, 100101001010, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 
315, 100101100010, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 
316, 100101011100, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 
317, 100101110111, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 
318, 100101001100, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 
319, 100100101000, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 
320, 100100001001, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 
321, 100011101000, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 
322, 100011001010, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 
323, 100010101101, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 
324, 100010100000, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 
325, 100010001000, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 
326, 100001101110, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 
327, 100001011011, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 
328, 100001010001, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
329, 100000101100, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 
330, 100000100001, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 
331, 100000001010, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
332, 011111100010, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 
333, 011111010100, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 
334, 011111010111, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 
335, 011111010100, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 
336, 011111000010, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 
337, 011110111101, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 
338, 011111001001, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 
339, 011111000111, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 
340, 011111001100, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
341, 011111011001, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 
342, 011110111101, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 
343, 011111010000, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 
344, 011111001001, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 
345, 011111011010, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 
346, 011111011101, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 
347, 011111010010, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 
348, 011111101100, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 
349, 011111101010, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 
350, 011111110111, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 
351, 100000000001, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
352, 011111111110, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
353, 100000010101, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 
354, 100000000100, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
355, 011111111110, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
356, 011111101001, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 
357, 011111011011, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 
358, 011111011000, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 
359, 011110000100, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 
360, 011101001100, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 
361, 011101101101, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 
362, 011011001011, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 
363, 011100010100, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 
364, 011010110101, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 
365, 011001101000, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 
366, 011010101001, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 
367, 011000011110, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 
368, 011001010001, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
369, 011001001000, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 
370, 011000001110, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 
371, 011001001010, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 
372, 011000011110, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 
373, 011001000111, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
374, 011001101001, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 
375, 011001111001, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 
376, 011010011011, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
377, 011010110000, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 
378, 011011100100, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 
379, 011100001100, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 
380, 011100100101, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 
381, 011101010001, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 
382, 011101101100, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 
383, 011110011011, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 
384, 011110111011, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 
385, 011110111101, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 
386, 011111100111, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 
387, 100000000011, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
388, 100000000101, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
389, 100000100110, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 
390, 100000010100, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 
391, 100000110000, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 
392, 100000110011, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 
393, 100000100110, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 
394, 100000110001, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 
395, 100000101110, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 
396, 100000100101, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 
397, 100000111010, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 
398, 100000100101, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 
399, 100000101010, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 
400, 100000110110, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 
401, 100000100101, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 
402, 100000111011, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 
403, 100000111111, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
404, 100001001000, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 
405, 100001011011, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 
406, 100001100010, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 
407, 100001100110, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 
408, 100010000101, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 
409, 100010000111, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 
410, 100010010011, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 
411, 100010101010, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 
412, 100010100011, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 
413, 100011000111, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 
414, 100011010101, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 
415, 100011000100, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
416, 100011110001, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 
417, 100011101010, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 
418, 100011011010, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 
419, 100011101101, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 
420, 100011101100, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 
421, 100100001001, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 
422, 100011111100, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 
423, 100011110001, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 
424, 100100100001, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 
425, 100100110100, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 
426, 100101001001, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 
427, 100101011011, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 
428, 100101100110, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 
429, 100101101101, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 
430, 100101011001, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 
431, 100101000010, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 
432, 100100010001, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 
433, 100011111000, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 
434, 100011010100, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
435, 100010111100, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 
436, 100010101110, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 
437, 100010010110, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 
438, 100010010101, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 
439, 100001100010, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 
440, 100001001111, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 
441, 100000111011, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 
442, 100000100000, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 
443, 100000010011, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 
444, 011111110110, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 
445, 011111100011, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 
446, 011111011111, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 
447, 011111000001, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 
448, 011111000100, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 
449, 011111001101, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 
450, 011110110110, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 
451, 011111001110, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 
452, 011111010101, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 
453, 011111000010, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 
454, 011111010001, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 
455, 011111000100, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 
456, 011110110110, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 
457, 011111100101, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 
458, 011111011010, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 
459, 011111010110, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 
460, 100000000011, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
461, 011111100000, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 
462, 100000000111, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
463, 011111111000, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 
464, 011111110110, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 
465, 100000011010, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 
466, 011111111110, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
467, 011111111111, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
468, 011111111111, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
469, 011111100011, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 
470, 011111011111, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 
471, 011101101001, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 
472, 011110100100, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 
473, 011100111010, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 
474, 011100100101, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 
475, 011100010111, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 
476, 011010011100, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 
477, 011011010101, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 
478, 011001110011, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 
479, 011001100000, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 
480, 011001010100, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 
481, 011000100011, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 
482, 011000111101, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 
483, 011000101001, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 
484, 011000101010, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 
485, 011001000011, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 
486, 011001010001, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
487, 011001101010, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 
488, 011010001000, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 
489, 011010101000, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 
490, 011011010111, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
491, 011011110000, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 
492, 011100011000, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 
493, 011101000010, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 
494, 011101011011, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 
495, 011110000010, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 
496, 011110011101, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 
497, 011111000101, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 
498, 011111101010, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 
499, 011111101010, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 
500, 100000000110, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
501, 100000010011, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 
502, 100000011110, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 
503, 100000100110, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 
504, 100000100010, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 
505, 100000111011, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 
506, 100000100011, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 
507, 100000111000, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 
508, 100000110101, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 
509, 100000100100, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 
510, 100000111000, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 
511, 100000011010, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 
512, 100000101001, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 
513, 100000111010, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 
514, 100000110010, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 
515, 100000111000, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 
516, 100001001111, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 
517, 100001000010, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 
518, 100001011011, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 
519, 100001110100, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 
520, 100001100001, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 
521, 100010001011, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 
522, 100010010000, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 
523, 100010010100, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 
524, 100010110111, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 
525, 100010110001, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 
526, 100011000100, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
527, 100011100000, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 
528, 100011000110, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 
529, 100011100010, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 
530, 100011101100, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 
531, 100011100100, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 
532, 100100000110, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 
533, 100011110001, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 
534, 100011100001, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 
535, 100011111011, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 
536, 100100000100, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 
537, 100100101100, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 
538, 100101000001, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 
539, 100101001010, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 
540, 100101100000, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 
541, 100101100110, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 
542, 100101011010, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 
543, 100101001011, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 
544, 100100110100, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 
545, 100011110111, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 
546, 100011111100, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 
547, 100010110100, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 
548, 100010111001, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 
549, 100010011101, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 
550, 100001111011, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 
551, 100001110001, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 
552, 100001100011, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 
553, 100001000110, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
554, 100000111101, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 
555, 100000011000, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 
556, 100000000100, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
557, 011111101101, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 
558, 011111010011, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 
559, 011111001011, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 
560, 011111001101, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 
561, 011111010000, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 
562, 011111001001, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 
563, 011111000010, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 
564, 011110110101, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 
565, 011111001001, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 
566, 011111001000, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 
567, 011110110111, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 
568, 011111101101, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 
569, 011111000010, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 
570, 011111011001, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 
571, 011111100110, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 
572, 011111001010, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 
573, 011111011001, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 
574, 011111100100, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 
575, 100000000000, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
576, 100000010111, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 
577, 100000001011, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
578, 100000001101, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 
579, 011111111101, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
580, 011111101101, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 
581, 011111110001, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 
582, 011111001101, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 
583, 011111001111, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 
584, 011110011000, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 
585, 011101101001, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 
586, 011101000101, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 
587, 011011111001, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 
588, 011011110110, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 
589, 011010011101, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 
590, 011010001111, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 
591, 011010010001, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 
592, 011001001110, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 
593, 011001001010, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 
594, 011000110010, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 
595, 011000010000, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 
596, 011001000010, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 
597, 011000100010, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 
598, 011001001110, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 
